emotion,tweet
Other,"Flood and famine hit North Korea, but first lady sports ‚ÄòDior‚Äô handbag via @Telegraph http://t.co/CExbZuUv   Gross"
Other,#win Power Wheels Jeep- his or hers -enter today!@momblogsociety http://t.co/oXWKEKhX
Other,"RT @ManangsChicken: All profits from our sales tomorrow August 9, 2012 from all branches will go to the flood victims. We will be very g ..."
Other,"RT @toffeemendoza: @ohvanvan Snow in Africa, Volcanic Eruption in NZ, Drought in America, Earthquake in California and Flood in PH. #Pra ..."
Other,just talked with my mom! Told her to donate the clothes and shoes in my closet back home to those who were affected by the flood.
Other,@downtowngirl10 makati and you?
Other,RT @misstammyfelix: BrgySanJuan Cainta has over 2000 families evacuated. No help yet frm local government. Ofc # 3748413 9864294 pls HEL ...
Other,"RT @tweetnirizal: COMPARE: ""The RH bill on first victory step""  http://t.co/1bPfomur  vs. ""A great flood without a typhoon? Strange!""  h ..."
Other,RT @GetReadyPinas: Severe flood warning means that severe flooding is expected.There's extreme danger to life & property #REDWarning ...
Other,RT @DavidArchie: Our thoughts go out to all affected by the flooding in Manila and the surrounding areas. (Team Archuleta) http://t.co/D ...
Other,http://t.co/KOlfMIcD: CebuPac plane emergency lands after engine catches fire http://t.co/FdXzlL0C via @ABSCBNNews
Other,RT @piacayetano: Water continues to rise in various areas in Taguig. Officials  are telling people to evacuate before water is too high.
Other,"RT @_12AP: Lrt , ME TOOO _üòí_üòî"
Other,The Tacomas didn't work out after all just didnt feel comfortable so I guess jeep cherokee it is!:P #4x4 #trailrated #lift
Other,RT @katiee_lizzz: #18ThingsIWant a jeep _üòä_üíô
Other,Mandaluyong and Makati suspend classes in all levels for tomorrow August 9 2012. #goodjob #osiyudadmonaman #calamity
Other,Busy with the Womens day event at Jeep Canal Walk! Enjoying the experience!
Other,"RT @nicolecordcruz: 12,000 prisoners in Muntinlupa jail gave up their meals yesterday so that the food could be donated to flood victims."
Other,"RT @uapalumni: More food donations needed. Drop them off at UA&P Prom A ‚Äî at University of Asia and the Pacific,Pearl Drive,Ortigas. Thanks!"
Other,LRT > Thats Just Me!
Other,"RT @YFCNorthBest: [YFC North B Relief Ops] We accept donations either in cash or in kind for our brothers and sisters in Sta Lucia, QC # ..."
Other,RT @racmanilametro: CALL 4 DONATIONS: Dire need of goods to give. U may drop off donations @ Aloha Hotel along Roxas Blvd. Pls RT http:/ ...
Other,RT @ohmyGacias: Yay :) RT @ANCALERTS: PAGASA 12:20pm advisory: All rainfall warning signals for Metro Manila TERMINATED
Other,"RT @chairmangordon: [Admin] PAGASA has raised the alert to RED once again, we are expecting more heavy rains in the next few hours.... h ..."
Other,RT @rrafaellelouise: Xavierville 1 and 2 residents: please be advised that flood is quickly rising in our area. Pls evacuate as early as ...
Other,(unixf84d) We Have A Userfriendly Conversion Qc Software For Best Accuracy And Results. It Is A Good News Fo... http://t.co/rSC4yzUz pun
Other,‚Äú@ANCALERTS: City of Manila now under a state of calamity‚Äù
Other,"RT @noynoyaquino: [Adm-02] Quezon City suspends classes in all levels public and private until Friday, August 10."
Other,"RT @SpittahSB: whenever i see "" my LRT "" i go look and read the tweet ."
Other,"RT @TourismPinas: (Updated)Donate here: UST, Letran, DLSU, DLS-CSB, UA&P, Poveda, Ateneo, St. Paul Pasig, LSGH, Holy Spirit, UP, and ..."
Other,"RT @dost_pagasa: As of 10:42PM, Expect thunderstorm over CAMANAVA, Pasay, San Juan, Pasig, Mandaluyong, Quezon City within an hour."
Other,"RT @GYS_Philippines: GYS 2012 is now scheduled to be held on SEPTEMBER 7, FRIDAY, still at the SM City North EDSA Skydome :) http://t.co ..."
Other,"RT @chuvaness: RT There's a big crack in the middle of EDSA southbound in front of Petron Connecticut, if u hit it at highspeed u may tu ..."
Other,Is it already safe to travel to Makati?
Other,"RT @JSFPPhilippines: If you have family or friends living in Tumana and Provident Villages in Marikina, please ask them to evacuate NOW. RT"
Other,RT @loveurself_1st: That would be loveeeeeeeeee right now #lrt
Other,I still don't know what that means #lrt
Other,"RT @gmanews: As of 10:42PM, expect thunderstorm over CAMANAVA, Pasay, San Juan, Pasig, Mandaluyong, Quezon City within an hour. | via @d ..."
Other,"RT @MMDA: As of 10AM, Team Albay proceeding to Nangka, Marikina City w/ 2 5man team rescuers, 3 rubberboats, 1 bus & 1 m35(truck). 1 ..."
Other,"RT @gmanews: MAKATI CITY: Classes are suspended tom, Aug 9,2012 -preschool to college, public and private | #walangpasok @MakatiTraffic"
Other,RT @ANCALERTS: San Juan under state of calamity. No classes tomorrow all levels both public & private | via @jvejercito
Other,RT @jigsmayuga: PAGASA issues a red warning all over Metro Manila again. Stay indoors everyone.
Other,"@burgerpathe @joeygamos there are not enough places here in taguig. i don't know where to go today, so maybe i'll just head for UP"
Other,RT @ANCALERTS: PHOTO via @johnsonmanabat: Espa_±a Blvd baha parin mula sa Maceda St. Not passable to light vehicles http://t.co/yCBon3PM
Other,"RT @MarikinaPIO: Abiso Marikenyo> As of 5:05pm Aug. 9,2012 ang water level ng Marikina River ay 16.8m above sea level"
Other,"RT @ryan_chua: Man found dead, floating on floodwaters in Provident Villages, Marikina. Not yet identified. Authorities not sure if he's ..."
Other,"RT @DZMMTeleRadyo: ANTIPOLO CITY: Please be informed classes tomorow Aug. 09, all levels public and private school are suspended - Mayor ..."
Other,"RT @franciszamora30: san juan city declares state of calamity. no classes in all levels tom, aug. 9. pls be guided accordingly."
Other,I first heard of Love in Time of Cholera in Serendipity. Manila has a version of it. RT @HecklerForever Love in the time of leptospirosis.
Other,"RT @BloombergNews At least 15 killed and 130,000 left homeless in Philippines as Manila suffers worst flood in 3 years| http://t.co/pfuNTkGg"
Other,@MichAndrade9 I think if I went back to the Manila bar I would throw up. #EndOfStory
Other,Noy visits evacuation center in Marikina - Philippine Star http://t.co/qjU3KYXZ
Other,RT @harold_geronimo: PAGASA raises RED WARNING again over Metro Manila. #RescuePH
Other,"RT @uofsantotomas: Flood level in Dapitan, P. Noval: knee deep. 'Red warning' raised in Metro Manila anew."
Other,"RT @PhilippineStar: Four provinces placed under state of calamity: Laguna, Zambales, Pampanga Bataan"
Other,"I'm at BreadTalk (Quezon City, Metro Manila) http://t.co/dqGEZYKc"
Other,"@MMDA: FLOOD ALERT: As of 5:00 PM, Sgt. Santiago; Not passable to all types of vehicles. Timog/ Morato. Not passable to light vehicles"
Other,RT @paugasol: All my support to all the families that are suffering the terrible floods in the Philippines #PrayForThePhilippines
Other,text
Other,"RT @MMDA: FLOOD ALERT: As of 5:00 PM, Katipunan Balara; waist deep. Not passable to all types of vehicles.  C.P Garcia UP; (cont) http:/ ..."
Other,"RT @DepEd_PH: ANTIPOLO CITY: Please be informed that classes tomorow Aug. 09, all levels both public and private school are suspended -  ..."
Other,LRT > real niggas say trueeeee
Other,"RT @valenzuelacity: Valenzuela City Public Advisory: CLASSES ARE SUSPENDED IN ALL PRE-SCHOOL, ELEMENTARY, & HIGH SCHOOL, both PRIVAT ..."
Other,RT @dzrhnews: TAGUIG CITY (CLASSES SUSPENDED TO ALL LEVELS AND CITY EMPLOYEES EXCEPT EMPLOYEES THAT INVOLVED IN CALAMITY RESPONSE).
Other,"RT @valenzuelacity: ""RED WARNING SIGNAL:  Issued at: 04:30 PM, 08 August 2012 (Wednesday) Target Areas: Metro Manila  Torrential... http ..."
Other,RT @ANCALERTS: List of flooded roads in Metro Manila http://t.co/XY0JSXVk
Other,"RT @gmanews: MANILA UPDATE: Work in Manila City Hall also suspended, Aug.9. | #walangpasok via @TheMayorLIM"
Other,"@atomaraullo To complement ongoing efforts, Freedom from Debt Coalition is also conducting its own relief ops #reliefPH http://t.co/BxtBlocQ"
Other,RT @cheskateresa: RT @juanxi http://t.co/tc5nDfiv official home of #rescuePH database of people who need help per city + rescue request form
Other,RT @UN: #Philippines: Over 519k people affected by Tropical Storm #Saola (#Gener). Update w/map: http://t.co/VmlvkgMs via @UNOCHA
Other,RT @gmanews: REMINDER: Big hole at EDSA Connecticut Southbound 1st and 3rd lane. Pls drive carefully in this area to avoid accidents. |  ...
Other,"RT @govph: This AM, PAGASA revised color-coded warning signals, changing green category to orange. For your reference: http://t.co/7MIZY ..."
Other,"RT @katholigores: Volunteers still needed today Aug 9. Angel Brigade HQ, 2/F Franck Provost Bldg, 120 Jupiter St., Bel-Air, Makati. PLEA ..."
Other,"RT @bcwereyoung: #18thingsiwant a boyfriend, a tan, to be skinny, a mac, a jeep, & long hair"
Other,"RT @DLSCSBSC: Classes will resume tomorrow, August 10, 2012. However, students who are adversely affected by the flood can be taken into ..."
Other,"RT @CityofMalolos: ADVISORY | Class Suspension for Friday, August 10.   - City of Malolos, Bulacan, all levels   Please repost. Admin E  ..."
Other,RT @ranzkyle: @iiamBIBOY asa qc ako
Other,"RT @TagaBSUkakung: #BulSUan ANNOUNCEMENT: No classes until Friday (Aug. 10), both MAIN and SATELITTE CAMPUSES. - Pres. de Jesus | VIA ht ..."
Other,RT @gmanews: We‚Äôve compiled a list of relief centers where you can donate or volunteer. CLICK HERE: http://t.co/05Anrld6 #reliefPH
Other,"RT @dbillz11: Anger is cruel,and wrath is like a flood,but jealousy is even more dangerous. Proverbs 27:4"
Other,"Bushwacker Flat Style Fender Flares Set Oem Matte Black 1997-2006 Jeep Wrangler TJ, 2004-2006 Wrangler Unlimited... http://t.co/keyQQ2cT"
Other,"RT @MakatiTraffic: ADVISORY: Classes are suspended in Makati City tom,Aug 9, 2012 -all levels, public and private,on orders of  Mayor Ju ..."
Other,RT @PhilstarNews: PAGASA records 50-mm rain per hour  code red raised http://t.co/SVriW1Kq #pagasa #habagat
Other,"RT @PhilippineStar: Pasay City Mayor Calixto reported 25,000 families displaced by floods caused by torrential rains. | via @PerseusEchmSTAR"
Other,"RT @ANCALERTS: Aug 10 classes suspended in ALL levels: Caloocan, Marikina, Muntinlupa, QC, Navotas, Para_±aque, Pasay, San Juan, Taguig"
Other,@ANCALERTS heavy rains in tondo manila.. Tayuman is not passable again.
Other,Delos Santos Medical QC in need of Diesel Generators for infants. #rescuePH
Other,"RT @gmanews: SAN JUAN under state of calamity. No classes tomorrow, August 9, in all levels both public and private. | #walangpasok via  ..."
Other,Green News Manila hit by devastating floods ‚Äì in pictures: Flooding caused by torrential rain has paralysed part... http://t.co/sVjckTVB
Other,"Abuel Fam 80 Saint Mary Street, Provident Village Marikina, Running Low on Food, No water, Cannot venture out of House. URGENT #RescuePH"
Other,RT @gmanews: FLOOD ALERT: C-5 Eagle st. SM Hypermart Pasig  now passable to all vehicles | #floodsPH via @MMDA
Other,"RT @avachua: ""As of 09:40PM: passing mod to heavy (5.0-15.0 mm/hr) rains over vicinity of CAMANAVA, QC going to Rizal | via @dost_pagasa ..."
Other,"RT @Karen_DaviLa: RT @MakatiTraffic: Classes are suspended in Makati City tom, Aug 9 - preschool to college, public and private - Mayor  ..."
Other,RT @MENelaineoflynn: Homes in Prestwich and Whitefield left facing huge bills as flood clear-up begins http://t.co/qiZlYzNK
Other,"RT @ABSCBNNews: No classes in Quezon City until Friday (all levels, public and private). - Mayor Herbert Bautista"
Other,"RT @gmanews: As of 11:15AM, Marikina River water level at 19.2m (via @MarikinaPIO)"
Other,"RT @justforgreyson: #greysonfact Greyson watched Breaking Dawn Part 1 in Robinsons Galleria Q.C. Mall (Manila, Philippines) with mom Lis ..."
Other,"RT @dost_pagasa: Thunderstorm warning no. 1 Issued at: 10:40PM, 08/09/2012 Thunderstorm is expected to affect  METRO MANILA (cont) http: ..."
Other,RT @PattyGamboaa: Rockwell and Bel-Air people! CSR Makati is conducting relief ops tomorrow. You can drop your donations there and/or vo ...
Other,"I'm at Solis Store (Cabuyao City, Laguna) http://t.co/eOKlKZY7"
Other,RT @interaksyon: RT @ronxronquillo: Junction / Ortigas Extn fronting Robinsons Cainta flooded but passable to light vehicles http://t.co ...
Other,RT @Trap_Beezus: #lrt ctfuuuuu timmy bouta b on the http://t.co/5igKoTDi tonight
Other,RT @ANCALERTS: Marikina River water level at 18.6m as of 12:45pm | via @MarikinaPIO
Other,"Malaca_±ang says classes in Caloocan, Marikina, Pasay, and Quezon City will remain suspended on Friday (August 10)."
Other,Flood Updates as of 3PM:  C4 Lascano Malabon - NPLV Fatima Valenzuela - NPLV JP Rizal Rockwell Makat http://t.co/H7swV1Ed via @doblezeta
Other,RT @newsbreak_ph: Classes in all levels and office works remain suspended Colegio de San Juan de Letran tom til Saturday. #NoClasses via ...
Other,"RT @dost_pagasa: RED WARNING SIGNAL:  Issued at: 04:30 PM, 08 August 2012 (Wednesday) Target Areas: Metro Manila  Torrential (cont) http ..."
Other,"RT @Karen_DaviLa: MORE NO CLASSES Aug 9 - Ateneo GradeSchool & HS, DLSU, San Beda College, UE Caloocan, UE Manila. ( complete list,  ..."
Other,@djflacks45 madapdap mabalacat pampanga
Other,"RT @PolytechUnivPh: ADVISORY (UPDATE): NO CLASSES and OFFICE WORK in PUP Metro Manila Campuses, and there are NO CLASSES in PUP... http: ..."
Other,RT @NEOCBASC: Waist deep Flood at LRT2 V.Mapa station not passable for any vehicles. - DZMM
Other,RT @ChaelOfficial: ortigas ave extension still flooded from lifehomes going to cainta junction as of 7am  @tracyabad @cj899 @rikiflo htt ...
Other,"@DLSCSBSC:Classes will resume tomorrow,Aug10,2012.However, students who are adversely affected by the flood can be taken into consideration."
Other,"RT @MakatiTraffic: ADVISORY:Classes are suspended Aug.10 in Makati City, Preschool - Highschool - public & private as advised by the ..."
Other,@meralco kindly check on this call made earlier service ref. No. 15460 via ur call center. Re: electrical flash in Bankulasi Navotas.
Other,@pameesalcedo Edsa NB ata. Makati ka ba now?
Other,RT @imzharmarriola: 12k prisoners in Muntinlupa jail gave up their meals for the food to be donated to flood victims. How about a hundre ...
Other,"PSC.A/I 8/8/2012 9:18:36 Matched job in San Mateo, CA - Randstad Recruiting || Analyzed:525 Top Score:86 Time Saved:3 hours 38 mins."
Other,"RT @dost_pagasa: As of 9:10PM, moderate to heavy rain is passing through the vicinity of Clark, Angeles & San Fernando, Pampanga, Bu ..."
Other,RT @mykapalaran: New PAG-ASA Color Code:   Yellow - Monitor  Orange (previous: GREEN) - Alert for Possible Evacuation  Red - Evacuate  # ...
Other,Technological University of the Philippines wrote:  Lubog parin sa baha ang TUP-M.
Other,Areal Flood Advisory now in effect.  Details here: http://t.co/BlbaeC18
Other,RT @ANCALERTS: PAGASA 4:30pm advisory: RED warning for Metro Manila. Expect heavy to intense rains with occasional torrential rains with ...
Other,RT @nelsoncanlas: Marian Rivera brings joy to hundrds affctd by floods in QC via feedng prog of Phil Red Cross. @marianknights http://t. ...
Other,RT @gangbadoy: Who said that 'another Ondoy' won't happen again in 100 years? I vaguely remember a politician saying that during the 201 ...
Other,RT @kay_bu: @gangbadoy @rockedradio RT @emille_santiago Provincial Bulacan Rescue : just call 791-0566 / 7911053 / 6624367 / 7910209 / 7 ...
Other,"RT @gmanews: QUEZON CITY: Mayor Herbert Bautista announces cancellation of classes in ALL LEVELS until FRIDAY, AUG 10 | #walangpasok via ..."
Other,#18ThingsIWant to retire in Laguna Beach
Other,"@meralco hi good afternoon, just want to know if there's a possible to interup power here in malanday marikina?"
Other,"I'm at ProsperiTea (Kawit, Cavite) [pic]: http://t.co/oq389Ysv"
Other,"http://t.co/FZBzT0lI Q&amp;A: If you have a flood insurance policy, do you carry flood contents insurance?"
Other,I'm at Buangkok MRT Station (NE15) (Singapore) http://t.co/KpOffuUX
Other,RT @iamehramadrigal: the family of my PA is stucked in their rooftop in st. peter ave cor st benedict LFS valenzuela city. phone is off  ...
Other,"RT @AziiiiiL: ‚Äú@ABSCBNNews: No classes in Quezon City until Friday (all levels, public and private). - Mayor Herbert Bautista‚Äù"
Other,"RT @MgaKasabihan: Snow in Africa, Drought in America, Massive Floods in Manila, Century Volcanic Eruption in New Zealand and Earthquake  ..."
Other,"RT @ANCALERTS: LRT spokesman @attycabs: Knee-deep floods (street level) - Quirino, P.Gil, UN, Central, D.Jose, Bambang, Abad Santos,R.Pa ..."
Other,"RT @gmanews: Accdg to DOST, velocity of water flow is swift (4 km/hr) compared to usual 700 m/hr. This is characteristic of a flash floo ..."
Other,"Dad wants to ""soup up"" my jeep _üòè #NotEvenMad #DoWhatYouWantGuy"
Other,"@harold_geronimo hi! In metro manila lang ba ang price inc freeze of seaoil and shell? Bec in tarlac, nag-inc na. Tnx"
Other,@thatguyRICHMOND Bulacan
Other,"@BelieveInDaniel @imdanielpadilla Appari,Cagayan,Quezon City"
Other,RT @SanBigkis: We need MORE donations. Drop your donations at San Beda College Manila.
Other,"I don't know what Gotham or Mordor exactly looks like, but they're saying Manila resembles either of the two http://t.co/onJSjLJx"
Other,"From tycoon bldg, Pearl Drive, Ortigas  http://t.co/4WN22FsT"
Other,"RT @MakatiTraffic: Classes are suspended in Makati City tom, Aug 9,2012  -preschool to college, public and private,on orders of Mayor Ju ..."
Other,"RT @Karen_DaviLa: At the height of Bagyong Ondoy, Marikina River's water level was at 22.37. DPWH Singson reports to PNOY, 20.17 this mo ..."
Other,"Crown asia in antipolo forsalecottonwods (PHILIPPINES, Brgy.san Luis Antipolo City) http://t.co/6INIAlJt"
Other,"Dapat po affected areas lang @DepEd_PH: LAGUNA: Gov ER Ejercito just announced class suspension from K to HS tomorrow, Aug 9."
Other,"RT @dost_pagasa: as of 09:40PM: passing moderate to heavy (5.0-15.0 mm/hr) rains over the vicinity of CAMANAVA, QC going to Rizal. #ncr  ..."
Other,"Since MBLAQ Hello Baby is now showing on Taiwanese TV ^^ RT @syuan_BLAQ Taiwan MRT has MBLAQ,too kk (cr: @cTiona ) http://t.co/sZxbEpMg"
Other,"RT @gmanews: MANILA: Classes suspended, Aug.9. All levels, public and private | #walangpasok via @TheMayorLIM"
Other,"RT @DZMMTeleRadyo: In conformity to Malacanang's announcement, classes IN ALL LEVELS in the ENTIRE PROVINCE OF CAVITE are SUSPENDED... h ..."
Other,#lrt llss or what you just saw.
Other,Discovering Tenerife's UNESCO World Heritage site the city of La Laguna: http://t.co/5t0uDUGb #Tenerife #history #travel #Spain
Other,I uploaded a @YouTube video http://t.co/CnIQtuOx 2006 Jeep Wrangler 4.0 Automatic 4WD
Other,"Thomasians in Metro suite eloisa st sampaloc manila,need FOOD and WATER! @USTsismis @USTCSC1213"
Other,#LRT @_estellitaa IS THAT THE ONE YOU WERE THINKING ABOUT
Other,"On one of my training route, I took a picture of Laguna Bay. It is red due to mud. http://t.co/Om3eq0VG"
Other,@annecurtissmith Better to use P13.7B funds for RH to purchase eqpt like amphibians etc and for waste mgt flood control programs
Other,"RT @ANCALERTS: Makati & Pateros suspend classes in all levels (public & private) for Aug. 9, Thursday"
Other,RT @gmanews: UPDATE: Mayor Lim deletes earlier tweet says Manila will announce class suspension at 10pm. http://t.co/HYhjSJUQ
Other,@ANCALERTS: PAGASA 12:20pm advisory: All rainfall warning signals for Metro Manila TERMINATED
Other,"Shopping for summer houses in LA, Malibu,Beverly Hills, Laguna, and Bel Air  <<<<<"
Other,"RT @ABSCBNNews: RT @MakatiTraffic: Classes are suspended in Makati City tom, Aug 9 - preschool to college, public and private, on orders ..."
Other,Flood in katipunan is now knee-high.. Light vehicles will have a hard time passing through..
Other,"RT @NEOCBASC: FLOOD ALERT: As of 5:00 PM, Espana Boulevard is waist deep. Not passable to all types of vehicles. |"
Other,"RT @DepEd_PH: No Classes tom (AUG 9) in  Navotas Mandaluyong Olongapo Valenzuela City San Mateo, Rizal  Bocaue, Bulacan Makati City Anti ..."
Other,RT @freshlikekirky: Snow in Africa. Drought in America. Flood in Manila. Volcanic eruption in New Zealand. Serious case of Global Warming.
Other,"RT @jonvicremulla: In conformity to Malacanang's announcement, classes IN ALL LEVELS in the ENTIRE PROVINCE OF CAVITE are SUSPENDED for  ..."
Other,@chellyram nahahay baha sa inio?
Other,"UBE NOTE: *TxTFIRE Phil. launches fund drive for flood victims  Thousands are staying in evacuation centers,... http://t.co/nyYtaV3y"
Other,Exodus @ c5 petron http://t.co/cbVqA2sN
Other,RT @NigeriaNewsdesk: A seven-year old child drowned yesterday in a flood on Umon Island in Biase Local Government of Cross River State.
Other,"RT @gmanews: RED WARNING SIGNAL issued at 4:30 PM, August 8, 2012. Target Areas: Metro Manila Torrential (cont) http://t.co/vaUZ9Hmz | v ..."
Other,"RT ""@ABSCBNNews: Marcos Highway vicinity of Calumpang Antipolo, not passable - 10 people injured. As of 4:45pm today NDRRMC Conference"""
Other,RT @BBCNews: After days of torrential rain Manila - the capital of the #Philippines - is paralysed by flooding. In pictures http://t.co/ ...
Other,@jenramayan Just a few meters away from the LRT railways.
Other,RT @cjzeroeight: RT @rustyjusty97 Delos Santos Medical QC in need of Diesel Generators for infants. #reliefPH #rescuePH @keancipriano @M ...
Other,@ancalerts @cesdrilon @Karen_DaviLa F. Blumentritt cor. N. Domingo in San Juan. http://t.co/crygRA3a
Other,"RT @reynamabulay: RT  RT @micohalili: Via @MMDA: FLOOD ALERT: As of 5:00 PM, Katipunan Balara; waist deep. Not passable to all types of  ..."
Other,"Antipolo, Makati, Mandaluyong, San Mateo Rizal suspend classes for August 9 2012. #stayathome #helpwithrelief"
Other,"RT @ANCALERTS: Quezon City suspends preschool-high school classes (public only) for Aug. 9, Thursday & Aug. 10, Friday"
Other,RT @sonjiacalit: Go @victorymakati! @neilgermo @noynoyaquino @iamqueennica @ohitsrapha #reliefph  http://t.co/skh35cw2
Other,http://64.71.156.192/c5/ea/c5eaa70db09f7fd533d8090d1cd98fd4/ba124807/Prayer_c5ea_w_2.3gp?c=248317598&u=293409911&
Other,"RT @mlq3: RT @MMDA: FLOOD ALERT: 5:00 PM, Katipunan Balara; waist deep. Not passable to all types vehicles  C.P Garcia UP; (cont) http:/ ..."
Other,RT @tjmanotoc: going north? EDSA Northbound is a parking lot Magallanes 2 Santolan. Better take C5 or inroads of San Juan #traffic http: ...
Other,"RT @gmanews: Marikina River water level increases to 18.27m, from 17.82m at 1:40PM (via @marcmeru)"
Other,RT @ANCALERTS: Mayor Lim: 60% of Manila roads flooded | via @DZMMTeleRadyo
Other,"RT @fagtricia: Bea Bautista 09151492803 (6 people+baby) 1223 Maria Christina St. Sampaloc, Manila #RescuePH @RescuePH chest deep water+e ..."
Other,RT @BocaJrsOficial: FIESTA EN SAN JUAN!!!!! Boca 1- Racing 0 http://t.co/19ogiY3A
Other,RT @MMDA: @chrisalexmax FLOOD ALERT: Marcos Hi-Way to Masinag Marikina  not passable to all type of vehicles
Other,RT @ANCALERTS: PAGASA 12:20pm advisory: All rainfall warning signals for Metro Manila TERMINATED
Other,"RT @KaiCruzado: CLASS IS SUSPENDED tomorrow, August9. #Makati #AssumptionCollege"
Other,RT @dost_pagasa: This is to inform the public that the Code GREEN  in the PAGASA Rainfall Warning System  is changed to ORANGE (cont) ht ...
Other,@smashingpumpkins Live In Manila http://t.co/oqNQwMsC
Other,"@MarikinaPIO: Abiso Marikenyo> As of 3:45pm Aug. 9,2012 ang water level ng Marikina River ay 17.3m above sea level"
Other,Oh RT @debora_margaret aku H.MRT @jessicaharyanti : @debora_margaret disanta maria. km?
Other,@TVPatrol Buong luzon po ba ito? and including Quezon city?
Other,RT @cesdrilon: Light clouds shroud makati  http://t.co/tdtWEfPs
Other,New SUV Added: 1999 Jeep Cherokee: We've just added a SUV to our inventory and it is available for purchase now!... http://t.co/53rqZdeX
Other,"I'm at STM Station Berri-UQAM (Montr_©al, QC) w/ 3 others http://t.co/1QX4WQdb"
Other,"RT @willardcheng: Aurora Blvd, Ramon Magsaysay, Sta Mesa going to Nagtahan now flood-free http://t.co/2g7k60f8"
Other,@DZMMTeleRadyo sa taguig po may balita na po ba kung may pasok ?
Other,"I'm at Basix Restaurant (Makati City, Metro Manila) http://t.co/eJWerKp3"
Other,RT @RenSaps: This is commonwealth north bound coming out of UP Diliman @MMDA @MMDAtweets http://t.co/LmUkHZaX
Other,RT @rome2x: @RescuePH @MMDA. My friend's famile needs help. They have babies-1 & 2 yr old kids. No food at 21 Crown St Village East  ...
Other,@charievilla MH del Pilar St. Brgy. Maytunas San Juan in need of relief goods and water via Capt. Annie Rozon tel no. 722-7848 #rescuePH
Other,"RT @MMDA: ADVISORY: Number Coding is lifted tomorrow Aug 9, 2012 (Thursday) in WHOLE Metro Manila including MAKATI. #MMDA"
Other,RT @chchchdriaa: Vanina! #laguna #summerlovin #tan http://t.co/zGdo9lyi
Other,LRT > @_CuteIsMe doesn't think so
Other,"Run for the Pasig River is 51 days from now. The run will be on Sunday, September 30, 2012.  For more information... http://t.co/XIU2m2In"
Other,Knee high deep flood starts in Commonwealth Ave. NB. Advising all vehicles to find alternate routes @solartvnews
Other,"RT @TeamTeddyCasino: Bayan Muna accepting rice, clothes, canned goods, medicine, cash donations,etc at 45 K-7th St., West Kamias, QC. (t ..."
Other,"RT @FarEasternU: Classes and office operations in FEU Cavite have been suspended tomorrow August 9, 2012. http://t.co/QATQR40q"
Other,#TrueFactsAboutMe I'm about to flood ur TL
Other,"‚Äú@dost_pagasa: As of 10:42PM, Expect thunderstorm over CAMANAVA, Pasay, San Juan, Pasig, Mandaluyong, Quezon City within an hour.‚Äù"
Other,"RT @_blueREPERTORY: SAT, AUG 11 at 8PM. Tickets @ P500. 100% of the profit go to flood victims. Contact Aina for tickets @ 09175002462 h ..."
Other,"LRT - bare w. Me this could take a while ""/"
Other,RT @roselleelle: CP Garcia's waist deep in flood. Not passable to any vehicle.
Other,"RT @iamsuperbianca: if you want to help the QC-TULLAHAN RIVER evacuees, please send goods to 42 don jose st., don antonio heights qc. co ..."
Other,RT @BashSarmiento: State of Calamity: Declared in Marikina
Other,@tashasabs you may call Marikina Flood monitoring 6462436 #mmda
Other,"PAGASA: This is to inform the public that the Code GREEN in the PAGASA Rainfall Warning System is changed to ORANGE effective today, Aug 9"
Other,gener_°l –_–µ–_–µ—Ä–_–ª http://t.co/X1pLwyBD
Other,3hrs and counting #c5 _üöô_üöó_üöï_üöå
Other,"RT @MMDA: FLOOD UPDATE: as of 9:47am Araneta - Q.Ave, E.rod going st lukes, talayn creek Maria Clara, all NPATV (not passable all types  ..."
Other,@ctownhenderson7 BAHA http://t.co/4G9u5cSI
Other,RT @flyPAL: Reputable non-profit/socio-civic organizations may avail of PAL's free airlift to send relief goods to their counterparts in ...
Other,RT @AtoySicat: RT @MMDA: FLOOD ALERT: Life homes to Cainta Jucntion is now passable to all type of vehicles as of 1:45PM #mmda
Other,RT @TriciaSykes: UP MANILA is still accepting any form of donations. Relief operations are still ongoing. http://t.co/KrFHXNgO | Please  ...
Other,RT @cocobibo69: @TrafficDito gutter deep flood delta quezon ave passable to light vehicle @cesdrilon
Other,"RT @antondulce: 6 people, including 2 senior citizens, 1 pregnant, stranded @ roof-top Blk 79 Lot 5 12-25 St. Villamor Air Base, Pasay   ..."
Other,RT @MMDA: FLOOD ALERT: Quezon Ave Biak Na Bato Eastbound. Passable to all types of vehicles as of 5:25 PM. #mmda
Other,Bulbrite Industries 50W Incandescent BR30 Indoor Reflector Flood Light Bulb in Clear (Set of 5) http://t.co/3Hx3KLMC
Other,RT @bistekofficial: The QC gov't will announce the suspension of classes between 7-10 pm.
Other,@philredcross pls RT po in need of donations for distribution Migz Orquiza 38 Saint Mary st. Provident Village Marikina 09063368757
Other,RT @MMDA: REMINDER: Big hole at EDSA Connecticut Southbound 1st and 3rd lane. Pls drive carefully in this area to avoid accidents. #MMDA
Other,Lrt ctfu I'm gone #HerDaughter
Other,RT @DaniloLeyble: From Antipolo City Mayor Nilo Leyble - Please be informed that classes tomorow Aug. 09. 2012 All Levels ( (cont) http: ...
Other,"Google Launches Crisis Response Page, Person Finder for Philippines Flood http://t.co/ar0UZxut"
